won,round,prompt file,seed,ai total towers,ai guesses,ai bad parses\n2,14,prompt/AI_MASTER_PROOMPTER,0,32,0,0
1,12,prompt/AI_MASTER_PROOMPTER,1,24,0,0
1,13,prompt/AI_MASTER_PROOMPTER,2,28,0,0
1,14,prompt/AI_MASTER_PROOMPTER,3,32,0,0
1,12,prompt/AI_MASTER_PROOMPTER,4,24,0,0
1,11,prompt/AI_MASTER_PROOMPTER,5,21,0,0
1,15,prompt/AI_MASTER_PROOMPTER,6,36,0,0
1,11,prompt/AI_MASTER_PROOMPTER,7,21,0,0
1,12,prompt/AI_MASTER_PROOMPTER,8,24,0,0
1,12,prompt/AI_MASTER_PROOMPTER,9,24,0,0
2,13,prompt/AI_MASTER_PROOMPTER,10,28,0,0
1,13,prompt/AI_MASTER_PROOMPTER,11,28,0,0
2,14,prompt/AI_MASTER_PROOMPTER,12,32,0,0
1,12,prompt/AI_MASTER_PROOMPTER,13,24,0,0
1,10,prompt/AI_MASTER_PROOMPTER,14,18,0,0
1,11,prompt/AI_MASTER_PROOMPTER,15,21,0,0
1,12,prompt/AI_MASTER_PROOMPTER,16,24,0,0
2,15,prompt/AI_MASTER_PROOMPTER,17,36,0,0
1,12,prompt/AI_MASTER_PROOMPTER,18,24,0,0
1,11,prompt/AI_MASTER_PROOMPTER,19,21,0,0
1,12,prompt/AI_MASTER_PROOMPTER,20,24,2,0
1,11,prompt/AI_MASTER_PROOMPTER,21,21,0,0
1,12,prompt/AI_MASTER_PROOMPTER,22,24,0,0
1,12,prompt/AI_MASTER_PROOMPTER,23,24,1,0
1,13,prompt/AI_MASTER_PROOMPTER,24,28,0,0
1,12,prompt/AI_MASTER_PROOMPTER,25,24,0,0
1,14,prompt/AI_MASTER_PROOMPTER,26,32,0,0
1,12,prompt/AI_MASTER_PROOMPTER,27,24,0,0
1,13,prompt/AI_MASTER_PROOMPTER,28,28,0,0
2,13,prompt/AI_MASTER_PROOMPTER,29,28,0,0
1,11,prompt/AI_MASTER_PROOMPTER,30,21,0,0
1,12,prompt/AI_MASTER_PROOMPTER,31,24,0,0
2,15,prompt/AI_MASTER_PROOMPTER,32,36,0,0
1,13,prompt/AI_MASTER_PROOMPTER,33,28,0,0
1,16,prompt/AI_MASTER_PROOMPTER,34,40,0,0
1,12,prompt/AI_MASTER_PROOMPTER,35,24,0,0
1,12,prompt/AI_MASTER_PROOMPTER,36,24,0,0
1,12,prompt/AI_MASTER_PROOMPTER,37,24,0,0
1,13,prompt/AI_MASTER_PROOMPTER,38,28,0,0
1,11,prompt/AI_MASTER_PROOMPTER,39,21,0,0
1,16,prompt/AI_MASTER_PROOMPTER,40,40,0,0
1,11,prompt/AI_MASTER_PROOMPTER,41,21,0,0
1,12,prompt/AI_MASTER_PROOMPTER,42,24,0,0
1,11,prompt/AI_MASTER_PROOMPTER,43,21,0,0
1,11,prompt/AI_MASTER_PROOMPTER,44,21,0,0
1,12,prompt/AI_MASTER_PROOMPTER,45,24,0,0
1,10,prompt/AI_MASTER_PROOMPTER,46,18,0,0
1,13,prompt/AI_MASTER_PROOMPTER,47,28,0,0
1,11,prompt/AI_MASTER_PROOMPTER,48,21,0,0
1,13,prompt/AI_MASTER_PROOMPTER,49,28,0,0
